ts(s)	uout	yout	wP	wI	wD	e
          2.374      -0.042736       -0.54636       0.099995        0.10183        0.10002     -0.0063292
          2.375       -0.04338       -0.54765       0.099995        0.10183        0.10002     -0.0063497
          2.376      -0.044027       -0.54893       0.099995        0.10183        0.10002     -0.0063702
          2.377      -0.044676       -0.55022       0.099995        0.10183        0.10002     -0.0063904
          2.378      -0.045327        -0.5515       0.099995        0.10183        0.10002     -0.0064105
          2.379       -0.04598       -0.55278       0.099995        0.10183        0.10002     -0.0064305
           2.38      -0.046634       -0.55406       0.099995        0.10183        0.10002     -0.0064505
          2.381      -0.047291       -0.55534       0.099995        0.10183        0.10002     -0.0064701
          2.382       -0.04795       -0.55662       0.099995        0.10183        0.10002     -0.0064898
          2.383      -0.048611        -0.5579       0.099995        0.10183        0.10002     -0.0065093
          2.384      -0.049273       -0.55918       0.099995        0.10183        0.10002     -0.0065286
          2.385      -0.049938       -0.56045       0.099995        0.10183        0.10002     -0.0065478
          2.386      -0.050604       -0.56172       0.099995        0.10183        0.10002     -0.0065669
          2.387      -0.051273         -0.563       0.099995        0.10183        0.10002     -0.0065859
          2.388      -0.051943       -0.56427       0.099995        0.10183        0.10002     -0.0066047
          2.389      -0.052615       -0.56554       0.099995        0.10183        0.10002     -0.0066234
           2.39      -0.053289       -0.56681       0.099995        0.10183        0.10002      -0.006642
          2.391      -0.053965       -0.56807       0.099995        0.10183        0.10002     -0.0066605
          2.392      -0.054643       -0.56934       0.099995        0.10183        0.10002     -0.0066788
          2.393      -0.055323        -0.5706       0.099995        0.10182        0.10002     -0.0066969
          2.394      -0.056004       -0.57187       0.099995        0.10182        0.10002      -0.006715
          2.395      -0.056687       -0.57313       0.099995        0.10182        0.10002     -0.0067329
          2.396      -0.057372       -0.57439       0.099995        0.10182        0.10002     -0.0067507
          2.397      -0.058059       -0.57565       0.099995        0.10182        0.10002     -0.0067683
          2.398      -0.058747       -0.57691       0.099995        0.10182        0.10002     -0.0067859
          2.399      -0.059437       -0.57816       0.099995        0.10182        0.10002     -0.0068032
            2.4      -0.060129       -0.57942       0.099995        0.10182        0.10002     -0.0068206
          2.401      -0.060823       -0.58067       0.099995        0.10182        0.10002     -0.0068377
          2.402      -0.061518       -0.58192       0.099995        0.10182        0.10002     -0.0068546
          2.403      -0.062216       -0.58318       0.099995        0.10182        0.10002     -0.0068715
          2.404      -0.062914       -0.58443       0.099995        0.10182        0.10002     -0.0068883
          2.405      -0.063615       -0.58567       0.099995        0.10182        0.10002     -0.0069049
          2.406      -0.064317       -0.58692       0.099995        0.10182        0.10002     -0.0069214
          2.407       -0.06502       -0.58817       0.099995        0.10182        0.10002     -0.0069377
          2.408      -0.065726       -0.58941       0.099995        0.10182        0.10002     -0.0069539
          2.409      -0.066433       -0.59066       0.099995        0.10182        0.10002       -0.00697
           2.41      -0.067141        -0.5919       0.099995        0.10182        0.10002     -0.0069859
          2.411      -0.067851       -0.59314       0.099995        0.10181        0.10002     -0.0070017
          2.412      -0.068563       -0.59438       0.099995        0.10181        0.10002     -0.0070174
          2.413      -0.069276       -0.59562       0.099995        0.10181        0.10002     -0.0070329
          2.414      -0.069991       -0.59685       0.099995        0.10181        0.10002     -0.0070483
          2.415      -0.070707       -0.59809       0.099995        0.10181        0.10002     -0.0070636
          2.416      -0.071425       -0.59932       0.099995        0.10181        0.10002     -0.0070788
          2.417      -0.072145       -0.60056       0.099995        0.10181        0.10002     -0.0070938
          2.418      -0.072865       -0.60179       0.099995        0.10181        0.10002     -0.0071087
          2.419      -0.073588       -0.60302       0.099995        0.10181        0.10002     -0.0071234
           2.42      -0.074311       -0.60425       0.099995        0.10181        0.10002      -0.007138
          2.421      -0.075037       -0.60547       0.099995        0.10181        0.10002     -0.0071525
          2.422      -0.075763        -0.6067       0.099995        0.10181        0.10002     -0.0071669
          2.423      -0.076491       -0.60792       0.099995        0.10181        0.10002      -0.007181
          2.424      -0.077221       -0.60915       0.099995        0.10181        0.10002     -0.0071951
          2.425      -0.077952       -0.61037       0.099995         0.1018        0.10002     -0.0072091
          2.426      -0.078684       -0.61159       0.099995         0.1018        0.10002      -0.007223
          2.427      -0.079418       -0.61281       0.099995         0.1018        0.10002     -0.0072366
          2.428      -0.080153       -0.61402       0.099995         0.1018        0.10002     -0.0072502
          2.429      -0.080889       -0.61524       0.099995         0.1018        0.10002     -0.0072636
           2.43      -0.081627       -0.61645       0.099995         0.1018        0.10002     -0.0072769
          2.431      -0.082366       -0.61767       0.099995         0.1018        0.10002       -0.00729
          2.432      -0.083106       -0.61888       0.099995         0.1018        0.10002     -0.0073031
          2.433      -0.083847       -0.62009       0.099995         0.1018        0.10002     -0.0073159
          2.434       -0.08459        -0.6213       0.099995         0.1018        0.10002     -0.0073287
          2.435      -0.085334       -0.62251       0.099995         0.1018        0.10002     -0.0073414
          2.436       -0.08608       -0.62371       0.099995        0.10179        0.10002     -0.0073538
          2.437      -0.086826       -0.62492       0.099995        0.10179        0.10002     -0.0073662
          2.438      -0.087574       -0.62612       0.099995        0.10179        0.10002     -0.0073785
          2.439      -0.088323       -0.62732       0.099995        0.10179        0.10002     -0.0073906
           2.44      -0.089073       -0.62852       0.099995        0.10179        0.10002     -0.0074025
          2.441      -0.089824       -0.62972       0.099995        0.10179        0.10002     -0.0074144
          2.442      -0.090577       -0.63092       0.099995        0.10179        0.10002     -0.0074261
          2.443      -0.091331       -0.63212       0.099995        0.10179        0.10002     -0.0074376
          2.444      -0.092086       -0.63331       0.099995        0.10179        0.10002     -0.0074491
          2.445      -0.092841        -0.6345       0.099995        0.10179        0.10002     -0.0074604
          2.446      -0.093599        -0.6357       0.099995        0.10178        0.10002     -0.0074716
          2.447      -0.094357       -0.63689       0.099995        0.10178        0.10002     -0.0074826
          2.448      -0.095116       -0.63807       0.099995        0.10178        0.10002     -0.0074936
          2.449      -0.095876       -0.63926       0.099995        0.10178        0.10002     -0.0075044
           2.45      -0.096638       -0.64045       0.099995        0.10178        0.10002      -0.007515
          2.451        -0.0974       -0.64163       0.099995        0.10178        0.10002     -0.0075256
          2.452      -0.098164       -0.64282       0.099995        0.10178        0.10002     -0.0075359
          2.453      -0.098928         -0.644       0.099995        0.10178        0.10002     -0.0075462
          2.454      -0.099694       -0.64518       0.099995        0.10178        0.10002     -0.0075563
          2.455       -0.10046       -0.64636       0.099995        0.10177        0.10002     -0.0075663
          2.456       -0.10123       -0.64753       0.099995        0.10177        0.10002     -0.0075762
          2.457         -0.102       -0.64871       0.099995        0.10177        0.10002     -0.0075859
          2.458       -0.10277       -0.64988       0.099995        0.10177        0.10002     -0.0075956
          2.459       -0.10354       -0.65106       0.099995        0.10177        0.10002     -0.0076051
           2.46       -0.10431       -0.65223       0.099995        0.10177        0.10002     -0.0076144
          2.461       -0.10508        -0.6534       0.099995        0.10177        0.10002     -0.0076236
          2.462       -0.10585       -0.65456       0.099995        0.10177        0.10002     -0.0076327
          2.463       -0.10663       -0.65573       0.099995        0.10177        0.10002     -0.0076417
          2.464        -0.1074        -0.6569       0.099995        0.10176        0.10002     -0.0076506
          2.465       -0.10818       -0.65806       0.099995        0.10176        0.10002     -0.0076592
          2.466       -0.10895       -0.65922       0.099995        0.10176        0.10002     -0.0076678
          2.467       -0.10973       -0.66038       0.099995        0.10176        0.10002     -0.0076763
          2.468       -0.11051       -0.66154       0.099995        0.10176        0.10002     -0.0076846
          2.469       -0.11129        -0.6627       0.099995        0.10176        0.10002     -0.0076928
           2.47       -0.11207       -0.66386       0.099995        0.10176        0.10002     -0.0077009
          2.471       -0.11285       -0.66501       0.099995        0.10176        0.10002     -0.0077088
          2.472       -0.11363       -0.66616       0.099995        0.10175        0.10002     -0.0077166
          2.473       -0.11441       -0.66731       0.099995        0.10175        0.10002     -0.0077243
          2.474       -0.11519       -0.66846       0.099995        0.10175        0.10002     -0.0077319
          2.475       -0.11598       -0.66961       0.099995        0.10175        0.10002     -0.0077392
          2.476       -0.11676       -0.67076       0.099995        0.10175        0.10002     -0.0077466
          2.477       -0.11755       -0.67191       0.099995        0.10175        0.10002     -0.0077537
          2.478       -0.11833       -0.67305       0.099995        0.10175        0.10002     -0.0077608
          2.479       -0.11912       -0.67419       0.099995        0.10174        0.10002     -0.0077677
           2.48       -0.11991       -0.67533       0.099995        0.10174        0.10002     -0.0077745
          2.481       -0.12069       -0.67647       0.099995        0.10174        0.10002     -0.0077812
          2.482       -0.12148       -0.67761       0.099995        0.10174        0.10002     -0.0077877
          2.483       -0.12227       -0.67874       0.099995        0.10174        0.10002     -0.0077941
          2.484       -0.12306       -0.67988       0.099995        0.10174        0.10002     -0.0078005
          2.485       -0.12385       -0.68101       0.099995        0.10174        0.10002     -0.0078066
          2.486       -0.12464       -0.68214       0.099995        0.10173        0.10002     -0.0078126
          2.487       -0.12543       -0.68327       0.099995        0.10173        0.10002     -0.0078185
          2.488       -0.12623        -0.6844       0.099995        0.10173        0.10002     -0.0078243
          2.489       -0.12702       -0.68553       0.099995        0.10173        0.10002       -0.00783
           2.49       -0.12781       -0.68665       0.099995        0.10173        0.10002     -0.0078355
          2.491        -0.1286       -0.68778       0.099995        0.10173        0.10002     -0.0078409
          2.492        -0.1294        -0.6889       0.099995        0.10172        0.10002     -0.0078462
          2.493       -0.13019       -0.69002       0.099995        0.10172        0.10002     -0.0078514
          2.494       -0.13099       -0.69114       0.099995        0.10172        0.10002     -0.0078564
          2.495       -0.13178       -0.69225       0.099995        0.10172        0.10002     -0.0078613
          2.496       -0.13258       -0.69337       0.099995        0.10172        0.10002     -0.0078662
          2.497       -0.13338       -0.69448       0.099995        0.10172        0.10002     -0.0078709
          2.498       -0.13417       -0.69559       0.099995        0.10171        0.10002     -0.0078754
          2.499       -0.13497        -0.6967       0.099995        0.10171        0.10002     -0.0078798
            2.5       -0.13577       -0.69781       0.099995        0.10171        0.10002     -0.0078841
          2.501       -0.13657       -0.69892       0.099995        0.10171        0.10002     -0.0078883
          2.502       -0.13736       -0.70003       0.099995        0.10171        0.10002     -0.0078923
          2.503       -0.13816       -0.70113       0.099995        0.10171        0.10002     -0.0078963
          2.504       -0.13896       -0.70223       0.099995         0.1017        0.10002     -0.0079001
          2.505       -0.13976       -0.70333       0.099995         0.1017        0.10002     -0.0079038
          2.506       -0.14056       -0.70443       0.099995         0.1017        0.10002     -0.0079074
          2.507       -0.14136       -0.70553       0.099995         0.1017        0.10002     -0.0079108
          2.508       -0.14216       -0.70663       0.099995         0.1017        0.10002     -0.0079141
          2.509       -0.14296       -0.70772       0.099995         0.1017        0.10002     -0.0079173
           2.51       -0.14377       -0.70881       0.099995        0.10169        0.10002     -0.0079204
          2.511       -0.14457        -0.7099       0.099995        0.10169        0.10002     -0.0079234
          2.512       -0.14537       -0.71099       0.099995        0.10169        0.10002     -0.0079262
          2.513       -0.14617       -0.71208       0.099995        0.10169        0.10002      -0.007929
          2.514       -0.14697       -0.71317       0.099995        0.10169        0.10002     -0.0079316
          2.515       -0.14778       -0.71425       0.099995        0.10168        0.10002     -0.0079341
          2.516       -0.14858       -0.71533       0.099995        0.10168        0.10002     -0.0079365
          2.517       -0.14938       -0.71642       0.099995        0.10168        0.10002     -0.0079387
          2.518       -0.15018       -0.71749       0.099995        0.10168        0.10002     -0.0079409
          2.519       -0.15099       -0.71857       0.099995        0.10168        0.10002      -0.007943
           2.52       -0.15179       -0.71965       0.099995        0.10168        0.10002     -0.0079448
          2.521       -0.15259       -0.72072       0.099995        0.10167        0.10002     -0.0079467
          2.522        -0.1534        -0.7218       0.099995        0.10167        0.10002     -0.0079483
          2.523        -0.1542       -0.72287       0.099995        0.10167        0.10002     -0.0079499
          2.524       -0.15501       -0.72394       0.099995        0.10167        0.10002     -0.0079513
          2.525       -0.15581         -0.725       0.099995        0.10167        0.10002     -0.0079526
          2.526       -0.15661       -0.72607       0.099995        0.10166        0.10002     -0.0079538
          2.527       -0.15742       -0.72713       0.099995        0.10166        0.10002     -0.0079549
          2.528       -0.15822        -0.7282       0.099995        0.10166        0.10002     -0.0079559
          2.529       -0.15903       -0.72926       0.099995        0.10166        0.10002     -0.0079567
           2.53       -0.15983       -0.73032       0.099995        0.10166        0.10002     -0.0079575
          2.531       -0.16064       -0.73137       0.099995        0.10165        0.10002     -0.0079581
          2.532       -0.16144       -0.73243       0.099995        0.10165        0.10002     -0.0079586
          2.533       -0.16225       -0.73348       0.099995        0.10165        0.10002      -0.007959
          2.534       -0.16305       -0.73454       0.099995        0.10165        0.10002     -0.0079592
          2.535       -0.16386       -0.73559       0.099995        0.10165        0.10002     -0.0079595
          2.536       -0.16466       -0.73664       0.099995        0.10164        0.10002     -0.0079595
          2.537       -0.16546       -0.73768       0.099995        0.10164        0.10002     -0.0079595
          2.538       -0.16627       -0.73873       0.099995        0.10164        0.10002     -0.0079592
          2.539       -0.16707       -0.73977       0.099995        0.10164        0.10002      -0.007959
           2.54       -0.16788       -0.74081       0.099995        0.10163        0.10002     -0.0079586
          2.541       -0.16868       -0.74185       0.099995        0.10163        0.10002     -0.0079581
          2.542       -0.16949       -0.74289       0.099995        0.10163        0.10002     -0.0079575
          2.543       -0.17029       -0.74393       0.099995        0.10163        0.10002     -0.0079568
          2.544       -0.17109       -0.74496       0.099995        0.10163        0.10002     -0.0079559
          2.545        -0.1719         -0.746       0.099995        0.10162        0.10002      -0.007955
          2.546        -0.1727       -0.74703       0.099995        0.10162        0.10002     -0.0079539
          2.547       -0.17351       -0.74806       0.099995        0.10162        0.10002     -0.0079527
          2.548       -0.17431       -0.74909       0.099995        0.10162        0.10002     -0.0079514
          2.549       -0.17511       -0.75011       0.099995        0.10162        0.10002       -0.00795
           2.55       -0.17592       -0.75114       0.099995        0.10161        0.10002     -0.0079485
          2.551       -0.17672       -0.75216       0.099995        0.10161        0.10002     -0.0079469
          2.552       -0.17752       -0.75318       0.099995        0.10161        0.10002     -0.0079452
          2.553       -0.17832        -0.7542       0.099995        0.10161        0.10002     -0.0079433
          2.554       -0.17913       -0.75522       0.099995         0.1016        0.10002     -0.0079415
          2.555       -0.17993       -0.75623       0.099995         0.1016        0.10002     -0.0079393
          2.556       -0.18073       -0.75725       0.099995         0.1016        0.10002     -0.0079373
          2.557       -0.18153       -0.75826       0.099995         0.1016        0.10002     -0.0079349
          2.558       -0.18233       -0.75927       0.099995         0.1016        0.10002     -0.0079326
          2.559       -0.18313       -0.76028       0.099995        0.10159        0.10002     -0.0079301
           2.56       -0.18394       -0.76128       0.099995        0.10159        0.10002     -0.0079275
          2.561       -0.18474       -0.76229       0.099995        0.10159        0.10002     -0.0079248
          2.562       -0.18554       -0.76329       0.099995        0.10159        0.10002     -0.0079221
          2.563       -0.18634       -0.76429       0.099995        0.10158        0.10002     -0.0079191
          2.564       -0.18714       -0.76529       0.099995        0.10158        0.10002     -0.0079161
          2.565       -0.18794       -0.76629       0.099995        0.10158        0.10002      -0.007913
          2.566       -0.18873       -0.76729       0.099995        0.10158        0.10002     -0.0079097
          2.567       -0.18953       -0.76828       0.099995        0.10157        0.10002     -0.0079064
          2.568       -0.19033       -0.76927       0.099995        0.10157        0.10002      -0.007903
          2.569       -0.19113       -0.77026       0.099995        0.10157        0.10002     -0.0078995
           2.57       -0.19193       -0.77125       0.099995        0.10157        0.10002     -0.0078958
          2.571       -0.19272       -0.77224       0.099995        0.10156        0.10002     -0.0078921
          2.572       -0.19352       -0.77323       0.099995        0.10156        0.10002     -0.0078883
          2.573       -0.19432       -0.77421       0.099995        0.10156        0.10002     -0.0078843
          2.574       -0.19511       -0.77519       0.099995        0.10156        0.10002     -0.0078802
          2.575       -0.19591       -0.77617       0.099995        0.10156        0.10002      -0.007876
          2.576        -0.1967       -0.77715       0.099995        0.10155        0.10002     -0.0078717
          2.577        -0.1975       -0.77812       0.099995        0.10155        0.10002     -0.0078674
          2.578       -0.19829        -0.7791       0.099995        0.10155        0.10002     -0.0078629
          2.579       -0.19908       -0.78007       0.099995        0.10155        0.10002     -0.0078584
           2.58       -0.19988       -0.78104       0.099995        0.10154        0.10002     -0.0078537
          2.581       -0.20067       -0.78201       0.099995        0.10154        0.10002     -0.0078489
          2.582       -0.20146       -0.78298       0.099995        0.10154        0.10002     -0.0078441
          2.583       -0.20225       -0.78394       0.099995        0.10154        0.10002     -0.0078391
          2.584       -0.20304        -0.7849       0.099995        0.10153        0.10002     -0.0078341
          2.585       -0.20383       -0.78586       0.099995        0.10153        0.10002     -0.0078289
          2.586       -0.20462       -0.78682       0.099995        0.10153        0.10002     -0.0078236
          2.587       -0.20541       -0.78778       0.099995        0.10153        0.10002     -0.0078182
          2.588        -0.2062       -0.78874       0.099995        0.10152        0.10002     -0.0078128
          2.589       -0.20699       -0.78969       0.099995        0.10152        0.10002     -0.0078072
           2.59       -0.20778       -0.79064       0.099995        0.10152        0.10002     -0.0078016
          2.591       -0.20856       -0.79159       0.099995        0.10152        0.10002     -0.0077958
          2.592       -0.20935       -0.79254       0.099995        0.10151        0.10002       -0.00779
          2.593       -0.21013       -0.79349       0.099995        0.10151        0.10002      -0.007784
          2.594       -0.21092       -0.79443       0.099995        0.10151        0.10002     -0.0077779
          2.595        -0.2117       -0.79537       0.099995        0.10151        0.10002     -0.0077718
          2.596       -0.21249       -0.79632       0.099995         0.1015        0.10002     -0.0077655
          2.597       -0.21327       -0.79725       0.099995         0.1015        0.10002     -0.0077592
          2.598       -0.21405       -0.79819       0.099995         0.1015        0.10002     -0.0077528
          2.599       -0.21483       -0.79913       0.099995         0.1015        0.10002     -0.0077462
            2.6       -0.21561       -0.80006       0.099995        0.10149        0.10002     -0.0077395
          2.601       -0.21639       -0.80099       0.099995        0.10149        0.10002     -0.0077328
          2.602       -0.21717       -0.80192       0.099995        0.10149        0.10002      -0.007726
          2.603       -0.21795       -0.80285       0.099995        0.10148        0.10002     -0.0077191
          2.604       -0.21873       -0.80377       0.099995        0.10148        0.10002     -0.0077121
          2.605       -0.21951        -0.8047       0.099995        0.10148        0.10002      -0.007705
          2.606       -0.22029       -0.80562       0.099995        0.10148        0.10002     -0.0076978
          2.607       -0.22106       -0.80654       0.099995        0.10147        0.10002     -0.0076905
          2.608       -0.22184       -0.80745       0.099995        0.10147        0.10002     -0.0076832
          2.609       -0.22261       -0.80837       0.099995        0.10147        0.10002     -0.0076756
           2.61       -0.22338       -0.80928       0.099995        0.10147        0.10002     -0.0076681
          2.611       -0.22416        -0.8102       0.099995        0.10146        0.10002     -0.0076604
          2.612       -0.22493       -0.81111       0.099995        0.10146        0.10002     -0.0076527
          2.613        -0.2257       -0.81202       0.099995        0.10146        0.10002     -0.0076448
          2.614       -0.22647       -0.81292       0.099995        0.10146        0.10002     -0.0076369
          2.615       -0.22724       -0.81383       0.099995        0.10145        0.10002     -0.0076289
          2.616       -0.22801       -0.81473       0.099995        0.10145        0.10002     -0.0076208
          2.617       -0.22878       -0.81563       0.099995        0.10145        0.10002     -0.0076125
          2.618       -0.22954       -0.81653       0.099995        0.10145        0.10002     -0.0076042
          2.619       -0.23031       -0.81742       0.099995        0.10144        0.10002     -0.0075958
           2.62       -0.23107       -0.81832       0.099995        0.10144        0.10002     -0.0075874
          2.621       -0.23184       -0.81921       0.099995        0.10144        0.10002     -0.0075788
          2.622        -0.2326        -0.8201       0.099995        0.10143        0.10002     -0.0075702
          2.623       -0.23336       -0.82099       0.099995        0.10143        0.10002     -0.0075614
          2.624       -0.23412       -0.82188       0.099995        0.10143        0.10002     -0.0075526
          2.625       -0.23489       -0.82276       0.099995        0.10143        0.10002     -0.0075437
          2.626       -0.23564       -0.82365       0.099995        0.10142        0.10002     -0.0075346
          2.627        -0.2364       -0.82453       0.099995        0.10142        0.10002     -0.0075256
          2.628       -0.23716       -0.82541       0.099995        0.10142        0.10002     -0.0075164
          2.629       -0.23792       -0.82628       0.099995        0.10142        0.10002     -0.0075071
           2.63       -0.23867       -0.82716       0.099995        0.10141        0.10002     -0.0074978
          2.631       -0.23943       -0.82803       0.099995        0.10141        0.10002     -0.0074883
          2.632       -0.24018        -0.8289       0.099995        0.10141        0.10002     -0.0074788
          2.633       -0.24094       -0.82977       0.099995        0.10141        0.10002     -0.0074692
          2.634       -0.24169       -0.83064       0.099995         0.1014        0.10002     -0.0074595
          2.635       -0.24244        -0.8315       0.099995         0.1014        0.10002     -0.0074497
          2.636       -0.24319       -0.83237       0.099995         0.1014        0.10002     -0.0074399
          2.637       -0.24394       -0.83323       0.099995        0.10139        0.10002     -0.0074299
          2.638       -0.24468       -0.83409       0.099995        0.10139        0.10002     -0.0074198
          2.639       -0.24543       -0.83494       0.099995        0.10139        0.10002     -0.0074098
           2.64       -0.24618        -0.8358       0.099995        0.10139        0.10002     -0.0073996
          2.641       -0.24692       -0.83665       0.099995        0.10138        0.10002     -0.0073892
          2.642       -0.24767        -0.8375       0.099995        0.10138        0.10002     -0.0073789
          2.643       -0.24841       -0.83835       0.099995        0.10138        0.10002     -0.0073684
          2.644       -0.24915        -0.8392       0.099995        0.10138        0.10002     -0.0073578
          2.645       -0.24989       -0.84005       0.099995        0.10137        0.10002     -0.0073473
          2.646       -0.25063       -0.84089       0.099995        0.10137        0.10002     -0.0073366
          2.647       -0.25137       -0.84173       0.099995        0.10137        0.10002     -0.0073258
          2.648        -0.2521       -0.84257       0.099995        0.10137        0.10002     -0.0073149
          2.649       -0.25284       -0.84341       0.099995        0.10136        0.10002      -0.007304
           2.65       -0.25357       -0.84424       0.099995        0.10136        0.10002     -0.0072929
          2.651       -0.25431       -0.84508       0.099995        0.10136        0.10002     -0.0072818
          2.652       -0.25504       -0.84591       0.099995        0.10135        0.10002     -0.0072706
          2.653       -0.25577       -0.84674       0.099995        0.10135        0.10002     -0.0072593
          2.654        -0.2565       -0.84756       0.099995        0.10135        0.10002      -0.007248
          2.655       -0.25723       -0.84839       0.099995        0.10135        0.10002     -0.0072365
          2.656       -0.25796       -0.84921       0.099995        0.10134        0.10002     -0.0072251
          2.657       -0.25869       -0.85003       0.099995        0.10134        0.10002     -0.0072135
          2.658       -0.25941       -0.85085       0.099995        0.10134        0.10002     -0.0072019
          2.659       -0.26013       -0.85167       0.099995        0.10134        0.10002       -0.00719
           2.66       -0.26086       -0.85248       0.099995        0.10133        0.10002     -0.0071782
          2.661       -0.26158        -0.8533       0.099995        0.10133        0.10002     -0.0071664
          2.662        -0.2623       -0.85411       0.099995        0.10133        0.10002     -0.0071544
          2.663       -0.26302       -0.85492       0.099995        0.10132        0.10002     -0.0071424
          2.664       -0.26374       -0.85572       0.099995        0.10132        0.10002     -0.0071303
          2.665       -0.26445       -0.85653       0.099995        0.10132        0.10002     -0.0071179
          2.666       -0.26517       -0.85733       0.099995        0.10132        0.10002     -0.0071058
          2.667       -0.26588       -0.85813       0.099995        0.10131        0.10002     -0.0070934
          2.668        -0.2666       -0.85893       0.099995        0.10131        0.10002     -0.0070809
          2.669       -0.26731       -0.85973       0.099995        0.10131        0.10002     -0.0070685
           2.67       -0.26802       -0.86052       0.099995        0.10131        0.10002     -0.0070558
          2.671       -0.26873       -0.86131       0.099995         0.1013        0.10002     -0.0070432
          2.672       -0.26944        -0.8621       0.099996         0.1013        0.10002     -0.0070304
          2.673       -0.27014       -0.86289       0.099996         0.1013        0.10002     -0.0070177
          2.674       -0.27085       -0.86368       0.099996         0.1013        0.10002     -0.0070047
          2.675       -0.27155       -0.86446       0.099996        0.10129        0.10002     -0.0069918
          2.676       -0.27225       -0.86524       0.099996        0.10129        0.10002     -0.0069788
          2.677       -0.27296       -0.86602       0.099996        0.10129        0.10002     -0.0069657
          2.678       -0.27366        -0.8668       0.099996        0.10128        0.10002     -0.0069525
          2.679       -0.27435       -0.86758       0.099996        0.10128        0.10002     -0.0069392
           2.68       -0.27505       -0.86835       0.099996        0.10128        0.10002     -0.0069259
          2.681       -0.27575       -0.86912       0.099996        0.10128        0.10002     -0.0069125
          2.682       -0.27644       -0.86989       0.099996        0.10127        0.10002     -0.0068991
          2.683       -0.27713       -0.87066       0.099996        0.10127        0.10002     -0.0068855
          2.684       -0.27783       -0.87142       0.099996        0.10127        0.10002      -0.006872
          2.685       -0.27852       -0.87219       0.099996        0.10127        0.10002     -0.0068582
          2.686        -0.2792       -0.87295       0.099996        0.10126        0.10002     -0.0068445
          2.687       -0.27989       -0.87371       0.099996        0.10126        0.10002     -0.0068307
          2.688       -0.28058       -0.87446       0.099996        0.10126        0.10002     -0.0068169
          2.689       -0.28126       -0.87522       0.099996        0.10126        0.10002     -0.0068029
           2.69       -0.28195       -0.87597       0.099996        0.10125        0.10002     -0.0067888
          2.691       -0.28263       -0.87672       0.099996        0.10125        0.10002     -0.0067747
          2.692       -0.28331       -0.87747       0.099996        0.10125        0.10002     -0.0067605
          2.693       -0.28399       -0.87822       0.099996        0.10125        0.10002     -0.0067463
          2.694       -0.28466       -0.87896       0.099996        0.10124        0.10002      -0.006732
          2.695       -0.28534        -0.8797       0.099996        0.10124        0.10002     -0.0067176
          2.696       -0.28601       -0.88044       0.099996        0.10124        0.10002     -0.0067032
          2.697       -0.28669       -0.88118       0.099996        0.10124        0.10002     -0.0066887
          2.698       -0.28736       -0.88192       0.099996        0.10123        0.10002     -0.0066742
          2.699       -0.28803       -0.88265       0.099996        0.10123        0.10002     -0.0066595
            2.7        -0.2887       -0.88338       0.099996        0.10123        0.10002     -0.0066448
          2.701       -0.28936       -0.88411       0.099996        0.10123        0.10002       -0.00663
          2.702       -0.29003       -0.88484       0.099996        0.10122        0.10002     -0.0066152
          2.703       -0.29069       -0.88557       0.099996        0.10122        0.10002     -0.0066003
          2.704       -0.29135       -0.88629       0.099996        0.10122        0.10002     -0.0065853
          2.705       -0.29202       -0.88701       0.099996        0.10122        0.10002     -0.0065702
          2.706       -0.29267       -0.88773       0.099996        0.10121        0.10002     -0.0065551
          2.707       -0.29333       -0.88844       0.099996        0.10121        0.10002       -0.00654
          2.708       -0.29399       -0.88916       0.099996        0.10121        0.10002     -0.0065248
          2.709       -0.29464       -0.88987       0.099996        0.10121        0.10002     -0.0065094
           2.71        -0.2953       -0.89058       0.099996         0.1012        0.10002     -0.0064941
          2.711       -0.29595       -0.89129       0.099996         0.1012        0.10002     -0.0064787
          2.712        -0.2966         -0.892       0.099996         0.1012        0.10002     -0.0064632
          2.713       -0.29725        -0.8927       0.099996         0.1012        0.10002     -0.0064476
          2.714       -0.29789        -0.8934       0.099996        0.10119        0.10002      -0.006432
          2.715       -0.29854        -0.8941       0.099996        0.10119        0.10002     -0.0064163
          2.716       -0.29918        -0.8948       0.099996        0.10119        0.10002     -0.0064006
          2.717       -0.29982       -0.89549       0.099996        0.10119        0.10002     -0.0063848
          2.718       -0.30046       -0.89619       0.099996        0.10118        0.10002     -0.0063689
          2.719        -0.3011       -0.89688       0.099996        0.10118        0.10002      -0.006353
           2.72       -0.30174       -0.89757       0.099996        0.10118        0.10002      -0.006337
          2.721       -0.30237       -0.89825       0.099996        0.10118        0.10002      -0.006321
          2.722       -0.30301       -0.89894       0.099996        0.10117        0.10002     -0.0063048
          2.723       -0.30364       -0.89962       0.099996        0.10117        0.10002     -0.0062886
          2.724       -0.30427        -0.9003       0.099996        0.10117        0.10002     -0.0062724
          2.725        -0.3049       -0.90098       0.099996        0.10117        0.10002     -0.0062561
          2.726       -0.30553       -0.90165       0.099996        0.10116        0.10002     -0.0062398
          2.727       -0.30615       -0.90233       0.099996        0.10116        0.10002     -0.0062233
          2.728       -0.30678         -0.903       0.099996        0.10116        0.10002     -0.0062069
          2.729        -0.3074       -0.90367       0.099996        0.10116        0.10002     -0.0061903
           2.73       -0.30802       -0.90433       0.099996        0.10115        0.10002     -0.0061737
          2.731       -0.30864         -0.905       0.099996        0.10115        0.10002     -0.0061571
          2.732       -0.30925       -0.90566       0.099996        0.10115        0.10002     -0.0061404
