ts(s)	uout	yout	wP	wI	wD	e
          0.382       0.048579        0.55784       0.099995       0.099912        0.10002      0.0065892
          0.383       0.049241        0.55911       0.099995       0.099912        0.10002      0.0066088
          0.384       0.049905        0.56039       0.099995       0.099913        0.10002      0.0066282
          0.385       0.050572        0.56166       0.099995       0.099913        0.10002      0.0066475
          0.386        0.05124        0.56293       0.099995       0.099914        0.10002      0.0066667
          0.387        0.05191         0.5642       0.099995       0.099914        0.10002      0.0066857
          0.388       0.052582        0.56547       0.099995       0.099915        0.10002      0.0067047
          0.389       0.053256        0.56674       0.099995       0.099915        0.10002      0.0067235
           0.39       0.053931        0.56801       0.099995       0.099916        0.10002      0.0067421
          0.391       0.054609        0.56927       0.099995       0.099916        0.10002      0.0067606
          0.392       0.055288        0.57054       0.099995       0.099917        0.10002       0.006779
          0.393       0.055969         0.5718       0.099995       0.099917        0.10002      0.0067973
          0.394       0.056652        0.57306       0.099995       0.099918        0.10002      0.0068153
          0.395       0.057337        0.57432       0.099995       0.099918        0.10002      0.0068333
          0.396       0.058023        0.57558       0.099995       0.099919        0.10002      0.0068512
          0.397       0.058711        0.57684       0.099995       0.099919        0.10002      0.0068688
          0.398       0.059401         0.5781       0.099995        0.09992        0.10002      0.0068864
          0.399       0.060093        0.57935       0.099995        0.09992        0.10002      0.0069039
            0.4       0.060787        0.58061       0.099995       0.099921        0.10002      0.0069212
          0.401       0.061482        0.58186       0.099995       0.099922        0.10002      0.0069384
          0.402       0.062179        0.58311       0.099995       0.099922        0.10002      0.0069554
          0.403       0.062877        0.58436       0.099995       0.099923        0.10002      0.0069723
          0.404       0.063577        0.58561       0.099995       0.099923        0.10002      0.0069891
          0.405       0.064279        0.58686       0.099995       0.099924        0.10002      0.0070058
          0.406       0.064983         0.5881       0.099995       0.099925        0.10002      0.0070222
          0.407       0.065688        0.58935       0.099995       0.099925        0.10002      0.0070385
          0.408       0.066394        0.59059       0.099995       0.099926        0.10002      0.0070548
          0.409       0.067103        0.59183       0.099995       0.099927        0.10002      0.0070709
           0.41       0.067813        0.59307       0.099995       0.099927        0.10002      0.0070869
          0.411       0.068524        0.59431       0.099995       0.099928        0.10002      0.0071027
          0.412       0.069237        0.59555       0.099995       0.099929        0.10002      0.0071183
          0.413       0.069952        0.59679       0.099995       0.099929        0.10002      0.0071339
          0.414       0.070668        0.59802       0.099995        0.09993        0.10002      0.0071493
          0.415       0.071385        0.59925       0.099995       0.099931        0.10002      0.0071647
          0.416       0.072105        0.60049       0.099995       0.099932        0.10002      0.0071798
          0.417       0.072825        0.60172       0.099995       0.099932        0.10002      0.0071948
          0.418       0.073547        0.60295       0.099995       0.099933        0.10002      0.0072097
          0.419       0.074271        0.60418       0.099995       0.099934        0.10002      0.0072244
           0.42       0.074996         0.6054       0.099995       0.099935        0.10002       0.007239
          0.421       0.075722        0.60663       0.099995       0.099935        0.10002      0.0072535
          0.422        0.07645        0.60785       0.099995       0.099936        0.10002      0.0072678
          0.423       0.077179        0.60908       0.099995       0.099937        0.10002       0.007282
          0.424        0.07791         0.6103       0.099995       0.099938        0.10002      0.0072961
          0.425       0.078642        0.61152       0.099995       0.099939        0.10002        0.00731
